Domain,category,Length,ExtensionScore,SpecialCharactersCount,DictionaryWordsBroken,EditDistance,AvgMonthlySearchVolume,IndividualWordsCount
momqueen.com,2,8,3,0,"['MOM', 'QUEEN']",0,500,2
streamvision.com,2,12,3,0,"['STREAM', 'VISION']",0,500,2
remesasperu.com,2,11,3,0,"['RE', 'MESAS', 'PERU']",0,0,3
smartalternative.com,2,16,3,0,"['SMART', 'ALTERNATIVE']",0,0,2
greatkarma.com,2,10,3,0,"['GREAT', 'KARMA']",0,0,2
ebaytools.com,2,9,3,0,[''],9,5000,1
stringify.com,2,9,3,0,"['ST', 'RIN', 'GI', 'FY']",0,50000,4
opensurvey.com,2,10,3,0,"['OPEN', 'SURVEY']",0,500,2
farsh.com,2,5,3,0,"['FAR', 'SH']",0,5000,2
indiancoupons.com,2,13,3,0,"['INDIAN', 'COUPONS']",0,50,2
colontest.com,2,9,3,0,"['COLON', 'TEST']",0,5000,2
assuredassistance.com,2,17,3,0,"['ASSURED', 'ASSISTANCE']",0,0,2
assetpartners.com,2,13,3,0,"['ASSET', 'PARTNERS']",0,0,2
vmjc.com,2,4,3,0,['VIC'],2,50,1
infinitehomes.com,2,13,3,0,"['INFINITE', 'HOMES']",0,0,2
humaninsights.com,2,13,3,0,"['HUMAN', 'INSIGHTS']",0,0,2
treeservices.com,2,12,3,0,"['TREE', 'SERVICES']",0,5000,2
asiame.com,2,6,3,0,"['ASIA', 'ME']",0,50000,2
certifiedprivacy.com,2,16,3,0,"['CERTIFIED', 'PRIVACY']",0,0,2
diodenlaser.com,2,11,3,0,"['DI', 'OD', 'EN', 'LASER']",0,50000,4
beautifulweb.com,2,12,3,0,"['BEAUTIFUL', 'WEB']",0,500,2
communityopportunity.com,2,20,3,0,"['COMMUNITY', 'OPPORTUNITY']",0,0,2
lifeinspired.com,2,12,3,0,"['LIFE', 'INSPIRED']",0,50,2
stardoor.com,2,8,3,0,"['STAR', 'DOOR']",0,5000,2
oldproperties.com,2,13,3,0,"['OLD', 'PROPERTIES']",0,0,2
hotelesespana.com,2,13,3,0,"['HO', 'TELES', 'ESP', 'ANA']",0,0,4
happycardio.com,2,11,3,0,"['HAPPY', 'CARD', 'IO']",0,0,3
zinvest.com,2,7,3,0,['INVEST'],1,500,1
adinventory.com,2,11,3,0,"['AD', 'INVENTORY']",0,0,2
sportsluggage.com,2,13,3,0,"['SPORTS', 'LUGGAGE']",0,0,2
queenslandbusiness.com,2,18,3,0,"['QUEENS', 'LAND', 'BUSINESS']",0,0,3
cozed.com,2,5,3,0,['CODED'],1,500,1
eatwhatyouwant.com,2,14,3,0,"['EAT', 'WHAT', 'YOU', 'WANT']",0,0,4
kopikolympics.com,2,13,3,0,"['KO', 'PIK', 'OLYMPICS']",0,500,3
sacredvalley.com,2,12,3,0,"['SACRED', 'VALLEY']",0,50000,2
flooringla.com,2,10,3,0,"['FLOORING', 'LA']",0,0,2
mymovieguide.com,2,12,3,0,"['MY', 'MOVIE', 'GUIDE']",0,0,3
matchinvest.com,2,11,3,0,"['MATCH', 'INVEST']",0,50,2
damgoodbeer.com,2,11,3,0,"['DAM', 'GOOD', 'BEER']",0,0,3
pointnavi.com,2,9,3,0,"['POINT', 'NAVI']",0,50,2
commercialcleaningservice.com,2,25,3,0,"['COMMERCIAL', 'CLEANING', 'SERVICE']",0,0,3
jeromegrand.com,2,11,3,0,"['JEROME', 'GRAND']",0,0,2
bookmarknow.com,2,11,3,0,"['BOOK', 'MAR', 'KNOW']",0,50,3
facingthefuture.com,2,15,3,0,"['FACING', 'THE', 'FUTURE']",0,5000,3
sycamorebend.com,2,12,3,0,"['SYCAMORE', 'BEND']",0,0,2
ngft.com,2,4,3,0,"['NG', 'FT']",0,500,2
mydemand.com,2,8,3,0,"['MY', 'DEMAND']",0,50,2
sydneyfamilylawyer.com.au,2,18,0,0,"['SYDNEY', 'FAMILY', 'LAWYER']",0,0,3
fantasysportsnow.com,2,16,3,0,"['FANTASY', 'SPORT', 'SNOW']",0,0,3
xology.com,2,6,3,0,['APOLOGY'],2,500,1
consultwithconfidence.com,2,21,3,0,"['CONSULT', 'WITH', 'CONFIDENCE']",0,0,3
whosaysicant.com,2,12,3,0,"['WHO', 'SAY', 'SI', 'CANT']",0,50,4
gigmortgage.com,2,11,3,0,"['GIG', 'MORTGAGE']",0,0,2
doubleclique.com,2,12,3,0,"['DOUBLE', 'CLIQUE']",0,50,2
citrussales.com,2,11,3,0,"['CITRUS', 'SALES']",0,0,2
addressonline.com,2,13,3,0,"['ADDRESS', 'ONLINE']",0,500,2
rescale.com,2,7,3,0,['RESALE'],1,5000,1
alphaelectronics.com,2,16,3,0,"['ALPHA', 'ELECTRONICS']",0,500,2
gooverseas.com,2,10,3,0,"['GO', 'OVERSEAS']",0,5000,2
2dogs.com,2,5,3,1,['DOGS'],0,5000,1
thebsimone.com,2,10,3,0,"['THE', 'BSI', 'MONE']",0,500,3
elchemy.com,2,7,3,0,"['EL', 'CHE', 'MY']",0,500,3
heyangie.com,2,8,3,0,"['HEY', 'ANGIE']",0,50,2
beautifulwallpaper.com,2,18,3,0,"['BEAUTIFUL', 'WALLPAPER']",0,500000,2
sonorousmusic.com,2,13,3,0,"['SONOROUS', 'MUSIC']",0,0,2
protectionshop.com,2,14,3,0,"['PROTECTION', 'SHOP']",0,500,2
blastvideo.com,2,10,3,0,"['BLAST', 'VIDEO']",0,50,2
webadvanced.com,2,11,3,0,"['WEB', 'ADVANCED']",0,50,2
blockchainaas.com,2,13,3,0,"['BLOCK', 'CHAIN', 'AAS']",0,0,3
bombshellgear.com,2,13,3,0,"['BOMBSHELL', 'GEAR']",0,0,2
buyigviews.com,2,10,3,0,"['BU', 'YI', 'GV', 'IE', 'WS']",0,50,5
exectemp.com,2,8,3,0,"['EXEC', 'TEMP']",0,0,2
thebiggesttree.com,2,14,3,0,"['THE', 'BIGGEST', 'TREE']",0,0,3
blissdelights.com,2,13,3,0,"['BLISS', 'DELIGHTS']",0,0,2
gotwrestling.com,2,12,3,0,"['GOT', 'WRESTLING']",0,0,2
themessymom.com,2,11,3,0,"['THE', 'MESSY', 'MOM']",0,0,3
palmspringsagent.com,2,16,3,0,"['PALM', 'SPRINGS', 'AGENT']",0,0,3
discountfit.com,2,11,3,0,"['DISCOUNT', 'FIT']",0,5000,2
drehgeber.com,2,9,3,0,"['DR', 'EH', 'GE', 'BER']",0,5000,4
helloclient.com,2,11,3,0,"['HELLO', 'CLIENT']",0,5000,2
board-certified.com,2,15,3,1,"['BOARD', 'CERTIFIED']",0,50000,2
wfmann.com,2,6,3,0,"['WF', 'MANN']",0,0,2
fulldatabase.com,2,12,3,0,"['FULL', 'DATABASE']",0,0,2
gitlab.com,2,6,3,0,"['GIT', 'LAB']",0,500000,2
creativehuman.com,2,13,3,0,"['CREATIVE', 'HUMAN']",0,0,2
etradecenter.com,2,12,3,0,"['ET', 'RA', 'DECENTER']",0,50,3
perrysanders.com,2,12,3,0,"['PERRY', 'SANDERS']",0,0,2
qville.com,2,6,3,0,"['QV', 'IL', 'LE']",0,500,3
christmasshopper.com,2,16,3,0,"['CHRISTMAS', 'SHOPPER']",0,50,2
managementintelligence.com,2,22,3,0,"['MANAGEMENT', 'INTELLIGENCE']",0,0,2
thermocam.com,2,9,3,0,"['THERMO', 'CAM']",0,500,2
smiththompsonsecurity.com,2,21,3,0,"['SMITH', 'THOMPSON', 'SECURITY']",0,0,3
merije.com,2,6,3,0,['MERE'],2,50,1
bestkidsshoes.com,2,13,3,0,"['BEST', 'KIDS', 'SHOES']",0,0,3
codespirit.com,2,10,3,0,"['CODE', 'SPIRIT']",0,0,2
ua5.com,2,3,3,1,['UA'],0,5000,1
dividedwefall.com,2,13,3,0,"['DIVIDED', 'WE', 'FALL']",0,5000,3
jklbrand.com,2,8,3,0,[''],8,50,1
greenergrass.com,2,12,3,0,"['GREENER', 'GRASS']",0,500,2
campercover.com,2,11,3,0,"['CAMPER', 'COVER']",0,500,2
linktastic.com,2,10,3,0,"['LINK', 'TAS', 'TIC']",0,50,3
newsstarter.com,2,11,3,0,"['NEWS', 'STARTER']",0,0,2
inkbright.com,2,9,3,0,"['INK', 'BRIGHT']",0,50,2
allshampoo.com,2,10,3,0,"['ALL', 'SHAMPOO']",0,500,2
ecowagon.com,2,8,3,0,"['ECO', 'WAGON']",0,500,2
jobwindow.com,2,9,3,0,"['JOB', 'WINDOW']",0,50,2
potteryconnection.com,2,17,3,0,"['POTTERY', 'CONNECTION']",0,0,2
dianefreeman.com,2,12,3,0,"['DIANE', 'FREEMAN']",0,0,2
empirecore.com,2,10,3,0,"['EMPIRE', 'CORE']",0,50,2
gunliabilityinsurance.com,2,21,3,0,"['GUN', 'LIABILITY', 'INSURANCE']",0,0,3
firstautomotivedist.com,2,19,3,0,"['FIRST', 'AUTO', 'MO', 'TI', 'VEDIST']",0,0,5
weightdesign.com,2,12,3,0,"['WEIGHT', 'DESIGN']",0,0,2
catalinatriathlon.com,2,17,3,0,"['CATALINA', 'TRIATHLON']",0,0,2
gidelave.com,2,8,3,0,"['GI', 'DE', 'LAVE']",0,0,3
ceces.com,2,5,3,0,['FECES'],1,50000,1
pupkart.com,2,7,3,0,"['PUP', 'KART']",0,500,2
techfriend.com,2,10,3,0,"['TECH', 'FRIEND']",0,50,2
wellbeingmassage.com,2,16,3,0,"['WELLBEING', 'MASSAGE']",0,5000,2
knowledgecore.com,2,13,3,0,"['KNOWLEDGE', 'CORE']",0,50,2
3tq.com,2,3,3,1,['TO'],1,500,1
adventurecafe.com,2,13,3,0,"['ADVENTURE', 'CAFE']",0,5000,2
ultragps.com,2,8,3,0,"['ULTRA', 'GPS']",0,50,2
hireaheavyweight.com,2,16,3,0,"['HI', 'REA', 'HEAVYWEIGHT']",0,0,3
topworld.com,2,8,3,0,"['TOP', 'WORLD']",0,500,2
xdynamics.com,2,9,3,0,"['XD', 'YN', 'AM', 'ICS']",0,500,4
odinenergy.com,2,10,3,0,"['ODIN', 'ENERGY']",0,0,2
godfreytours.com,2,12,3,0,"['GODFREY', 'TOURS']",0,0,2
protectourchildren.com,2,18,3,0,"['PRO', 'TEC', 'TOUR', 'CHILDREN']",0,50,4
blackhollywood.com,2,14,3,0,"['BLACK', 'HOLLYWOOD']",0,5000,2
csoakley.com,2,8,3,0,"['CS', 'OAK', 'LEY']",0,0,3
coursepath.com,2,10,3,0,"['COURSE', 'PATH']",0,500,2
alternativefunds.com,2,16,3,0,"['ALTERNATIVE', 'FUNDS']",0,0,2
juniorkicks.com,2,11,3,0,"['JUNIOR', 'KICKS']",0,0,2
fitnessintl.com,2,11,3,0,"['FITNESS', 'INTL']",0,500,2
i555.com,2,4,3,3,['I'],0,500,1
tubeforce.com,2,9,3,0,"['TUBE', 'FORCE']",0,50,2
hertoys.com,2,7,3,0,"['HER', 'TOYS']",0,0,2
vitakitchen.com,2,11,3,0,"['VITA', 'KITCHEN']",0,0,2
nahbu.com,2,5,3,0,['NAB'],2,500,1
musclemonthly.com,2,13,3,0,"['MUSCLE', 'MONTHLY']",0,0,2
qualitycigars.com,2,13,3,0,"['QUALITY', 'CIGARS']",0,0,2
hdil.com,2,4,3,0,"['HD', 'IL']",0,50000,2
pushsender.com,2,10,3,0,"['PUSH', 'SENDER']",0,50,2
employmentlawexperts.com,2,20,3,0,"['EMPLOYMENT', 'LAW', 'EXPERTS']",0,0,3
physicalweb.com,2,11,3,0,"['PHYSICAL', 'WEB']",0,50,2
a1capital.com,2,9,3,1,"['A', 'CAPITAL']",0,50000,2
rncall.com,2,6,3,0,"['RN', 'CALL']",0,0,2
farmlandmarket.com,2,14,3,0,"['FARMLAND', 'MARKET']",0,0,2
torontonationals.com,2,16,3,0,"['TORONTO', 'NATIONALS']",0,500,2
fourone.com,2,7,3,0,"['FOU', 'RONE']",0,5000,2
tmstudios.com,2,9,3,0,"['TM', 'STUDIOS']",0,5000,2
sarasotahomesales.com,2,17,3,0,"['SARA', 'SO', 'TA', 'HOME', 'SALES']",0,0,5
muscleclub.com,2,10,3,0,"['MUSCLE', 'CLUB']",0,500,2
eparadigm.com,2,9,3,0,"['EP', 'ARA', 'DI', 'GM']",0,50,4
3dconsole.com,2,9,3,1,"['DC', 'ON', 'SOLE']",0,0,3
free-chatroom.com,2,13,3,1,"['FREE', 'CHATROOM']",0,500000,2
microzine.com,2,9,3,0,"['MI', 'CR', 'OZ', 'INE']",0,500,4
job7.com,2,4,3,1,['JOB'],0,5000,1
intelligentplanning.com,2,19,3,0,"['INTELLIGENT', 'PLANNING']",0,0,2
sustainableinc.com,2,14,3,0,"['SUSTAINABLE', 'INC']",0,0,2
homeownerhelp.com,2,13,3,0,"['HOMEOWNER', 'HELP']",0,50,2
jasonhines.com,2,10,3,0,"['JASON', 'HIN', 'ES']",0,0,3
menguide.com,2,8,3,0,"['MEN', 'GUIDE']",0,500,2
findanursingjob.com,2,15,3,0,"['FIN', 'DA', 'NURSING', 'JOB']",0,50,4
icegoddess.com,2,10,3,0,"['ICE', 'GODDESS']",0,500,2
portofbarcelona.com,2,15,3,0,"['PORT', 'OF', 'BARCELONA']",0,0,3
northeastneurology.com,2,18,3,0,"['NORTHEAST', 'NEUROLOGY']",0,0,2
srgj.com,2,4,3,0,['SIGN'],2,50,1
dentalprobiotic.com,2,15,3,0,"['DENTAL', 'PRO', 'BIOTIC']",0,50,3
sparrowproducts.com,2,15,3,0,"['SPARROW', 'PRODUCTS']",0,0,2
socialcosmetics.com,2,15,3,0,"['SOCIAL', 'COSMETICS']",0,0,2
odelllaw.com,2,8,3,0,"['ODELL', 'LAW']",0,0,2
christbook.com,2,10,3,0,"['CHRIST', 'BOOK']",0,500,2
askmyagent.com,2,10,3,0,"['ASK', 'MY', 'AGENT']",0,50,3
laconnect.com,2,9,3,0,"['LA', 'CONNECT']",0,500,2
5cash.com,2,5,3,1,['CASH'],0,500000,1
sportadvisor.com,2,12,3,0,"['SPORT', 'ADVISOR']",0,50,2
godonearth.com,2,10,3,0,"['GO', 'DON', 'EARTH']",0,50,3
ideadreamteam.com,2,13,3,0,"['IDE', 'ADREAM', 'TEAM']",0,0,3
onelodging.com,2,10,3,0,"['ONE', 'LODGING']",0,50,2
beijos.com,2,6,3,0,['BEINGS'],2,500000,1
bizthink.com,2,8,3,0,"['BIZ', 'THINK']",0,0,2
wellnessfranchises.com,2,18,3,0,"['WELLNESS', 'FRANCHISES']",0,0,2
zagulski.com,2,8,3,0,"['ZA', 'GUL', 'SKI']",0,50,3
windowstip.com,2,10,3,0,"['WINDOWS', 'TIP']",0,0,2
futuretechinc.com,2,13,3,0,"['FUTURE', 'TECH', 'INC']",0,0,3
xpressu.com,2,7,3,0,['PRESS'],2,0,1
melanieroy.com,2,10,3,0,"['ME', 'LAN', 'IE', 'ROY']",0,0,4
blogformoney.com,2,12,3,0,"['BL', 'OG', 'FOR', 'MONEY']",0,50,4
safehousegroup.com,2,14,3,0,"['SAFE', 'HOUSE', 'GROUP']",0,0,3
zonahealthy.com,2,11,3,0,"['ZONA', 'HEALTHY']",0,0,2
humblekid.com,2,9,3,0,"['HUMBLE', 'KID']",0,0,2
easyupkeep.com,2,10,3,0,"['EASY', 'UPKEEP']",0,0,2
mphprograms.com,2,11,3,0,"['MPH', 'PROGRAMS']",0,0,2
horserepublic.com,2,13,3,0,"['HORSE', 'REPUBLIC']",0,50,2
idtouch.com,2,7,3,0,"['ID', 'TOUCH']",0,500,2
mymarketingcenter.com,2,17,3,0,"['MY', 'MARKETING', 'CENTER']",0,0,3
kolmarket.com,2,9,3,0,"['KOL', 'MARKET']",0,0,2
satellitetechnology.com,2,19,3,0,"['SATELLITE', 'TECHNOLOGY']",0,0,2
buckonline.com,2,10,3,0,"['BUCK', 'ONLINE']",0,500,2
office-hours.com,2,12,3,1,"['OFFICE', 'HOURS']",0,50000,2
smartermedicine.com,2,15,3,0,"['SMARTER', 'MEDICINE']",0,50,2
questionlife.com,2,12,3,0,"['QUESTION', 'LIFE']",0,0,2
absolutepayroll.com,2,15,3,0,"['ABSOLUTE', 'PAYROLL']",0,500,2
unigram.com,2,7,3,0,"['UNI', 'GRAM']",0,5000,2
musement.com,2,8,3,0,"['MU', 'SEMENT']",0,50000,2
racknrail.com,2,9,3,0,"['RAC', 'KN', 'RAIL']",0,0,3
quickstartguides.com,2,16,3,0,"['QUICK', 'START', 'GUIDES']",0,0,3
submitwolfpro.com,2,13,3,0,"['SUBMIT', 'WOLF', 'PRO']",0,50,3
treatmentuk.com,2,11,3,0,"['TREATMENT', 'UK']",0,0,2
bimsblok.com,2,8,3,0,"['BI', 'MS', 'BLOK']",0,500,3
gourmetpops.com,2,11,3,0,"['GOURMET', 'POPS']",0,500,2
videolights.com,2,11,3,0,"['VIDEO', 'LIGHTS']",0,50,2
vegasappliancerepair.com,2,20,3,0,"['VEGAS', 'APPLIANCE', 'REPAIR']",0,0,3
tradeindiainfoline.com,2,18,3,0,"['TRADE', 'INDIA', 'INFO', 'LINE']",0,500,4
club-35.com,2,7,3,3,['CLUB'],0,5000,1
uppf.com,2,4,3,0,"['UP', 'PF']",0,500,2
glsworld.com,2,8,3,0,"['GL', 'SW', 'OR', 'LD']",0,0,4
medicina-estetica.com,2,17,3,1,"['MEDICINE', 'ESTHETIC']",3,50000,2
datacentersoftware.com,2,18,3,0,"['DATA', 'CENTER', 'SOFTWARE']",0,0,3
cambusiness.com,2,11,3,0,"['CAM', 'BUSINESS']",0,0,2
lynnealexander.com,2,14,3,0,"['LYNNE', 'ALEXANDER']",0,0,2
malcolmharrison.com,2,15,3,0,"['MALCOLM', 'HARRISON']",0,5000,2
cuimiandashi.com,2,12,3,0,"['CU', 'IMI', 'ANDA', 'SHI']",0,50,4
auto-detailing.com,2,14,3,1,"['AUTO', 'DETAILING']",0,500000,2
qnetindonesia.com,2,13,3,0,"['QN', 'ET', 'INDONESIA']",0,50,3
regionalpages.com,2,13,3,0,"['REGIONAL', 'PAGES']",0,0,2
topprodukt.com,2,10,3,0,"['TOP', 'PRO', 'DU', 'KT']",0,50,4
eosworld.com,2,8,3,0,"['EOS', 'WORLD']",0,50,2
themepalace.com,2,11,3,0,"['THEME', 'PALACE']",0,500,2
sydneydigital.com,2,13,3,0,"['SYDNEY', 'DIGITAL']",0,0,2
silicene.com,2,8,3,0,"['SI', 'LI', 'CENE']",0,500,3
cabletvalternatives.com,2,19,3,0,"['CABLE', 'TV', 'ALTERNATIVES']",0,0,3
lowpriceautoglass.com,2,17,3,0,"['LOW', 'PRICE', 'AUTO', 'GLASS']",0,50000,4
healthwrap.com,2,10,3,0,"['HEALTH', 'WRAP']",0,50,2
lvmy.com,2,4,3,0,"['LV', 'MY']",0,500,2
tenmobiles.com,2,10,3,0,"['TEN', 'MOBILES']",0,0,2
fuelflowsensor.com,2,14,3,0,"['FUEL', 'FLOW', 'SENSOR']",0,0,3
streetsingers.com,2,13,3,0,"['STREET', 'SINGERS']",0,5000,2
southpacificmap.com,2,15,3,0,"['SOUTH', 'PACIFIC', 'MAP']",0,0,3
petitbakery.com,2,11,3,0,"['PETIT', 'BAKERY']",0,0,2
fanmanagement.com,2,13,3,0,"['FAN', 'MANAGEMENT']",0,500,2
veterinaryinsurance.com,2,19,3,0,"['VETERINARY', 'INSURANCE']",0,0,2
sportzfanz.com,2,10,3,0,[''],10,0,1
contractorspro.com,2,14,3,0,"['CONTRACTORS', 'PRO']",0,0,2
customerprotect.com,2,15,3,0,"['CUSTOMER', 'PROTECT']",0,50,2
sureheart.com,2,9,3,0,"['SURE', 'HEART']",0,50,2
howtosucceed.com,2,12,3,0,"['HOW', 'TO', 'SUCCEED']",0,50,3
energygem.com,2,9,3,0,"['ENERGY', 'GEM']",0,0,2
kumma.com,2,5,3,0,['SUMMA'],1,5000,1
estrelinhas.com,2,11,3,0,"['ESTRE', 'LIN', 'HAS']",0,500000,3
businessfactoring.com,2,17,3,0,"['BUSINESS', 'FACTORING']",0,0,2
khler.com,2,5,3,0,['HER'],2,500000,1
bet35.com,2,5,3,2,['BET'],0,5000,1
outstaff.com,2,8,3,0,"['OUT', 'STAFF']",0,5000,2
hitechaccessories.com,2,17,3,0,"['HITECH', 'ACCESSORIES']",0,0,2
hearingnews.com,2,11,3,0,"['HEARING', 'NEWS']",0,0,2
genewinfield.com,2,12,3,0,"['GE', 'NEW', 'INFIELD']",0,5000,3
valuecoin.com,2,9,3,0,"['VALUE', 'COIN']",0,50,2
creditcardleads.com,2,15,3,0,"['CREDIT', 'CARD', 'LEADS']",0,0,3
positivelifestylechanges.com,2,24,3,0,"['POSITIVE', 'LIFESTYLE', 'CHANGES']",0,0,3
backpackersonly.com,2,15,3,0,"['BACKPACKER', 'SONLY']",0,0,2
tangertreasurehunt.com,2,18,3,0,"['TANGER', 'TREASURE', 'HUNT']",0,0,3
madeinmars.com,2,10,3,0,"['MADE', 'IN', 'MARS']",0,50,3
lurez.com,2,5,3,0,['LURE'],1,50000,1
morenovalleyurgentcare.com,2,22,3,0,"['MO', 'RENO', 'VALLEY', 'URGENT', 'CARE']",0,0,5
icecreamworks.com,2,13,3,0,"['ICECREAM', 'WORKS']",0,50,2
databug.com,2,7,3,0,"['DATA', 'BUG']",0,500,2
americantalc.com,2,12,3,0,"['AMERICAN', 'TALC']",0,0,2
bankyourway.com,2,11,3,0,"['BANK', 'YOUR', 'WAY']",0,0,3
mobilehomebuyer.com,2,15,3,0,"['MOBILE', 'HOME', 'BUYER']",0,0,3
menae.com,2,5,3,0,"['ME', 'NAE']",0,500,2
wawacity.com,2,8,3,0,"['WAWA', 'CITY']",0,500000,2
mysecretworld.com,2,13,3,0,"['MY', 'SECRET', 'WORLD']",0,500,3
argenis.com,2,7,3,0,"['AR', 'GE', 'NIS']",0,5000000,3
darkpurple.com,2,10,3,0,"['DARK', 'PURPLE']",0,50000,2
flexati.com,2,7,3,0,"['FLEX', 'ATI']",0,500,2
nowviral.com,2,8,3,0,"['NOW', 'VIRAL']",0,0,2
getindexed.com,2,10,3,0,"['GET', 'INDEXED']",0,50,2
powerdreams.com,2,11,3,0,"['POWER', 'DREAMS']",0,50,2
attorneysearches.com,2,16,3,0,"['ATTORNEY', 'SEARCHES']",0,0,2
mobilevolt.com,2,10,3,0,"['MOBILE', 'VOLT']",0,0,2
gamerexpress.com,2,12,3,0,"['GAMER', 'EXPRESS']",0,50,2
golance.com,2,7,3,0,"['GO', 'LANCE']",0,5000,2
boldcoaching.com,2,12,3,0,"['BOLD', 'COACHING']",0,0,2
swimmingpoolnews.com,2,16,3,0,"['SWIMMING', 'POOL', 'NEWS']",0,0,3
belmontbooks.com,2,12,3,0,"['BEL', 'MONT', 'BOOKS']",0,50,3
sr20.com,2,4,3,2,['SO'],1,50000,1
acehydroponics.com,2,14,3,0,"['ACE', 'HYDROPONICS']",0,0,2
skinpages.com,2,9,3,0,"['SKIN', 'PAGES']",0,0,2
benefitsreport.com,2,14,3,0,"['BENEFITS', 'REPORT']",0,0,2
courtbattle.com,2,11,3,0,"['COURT', 'BATTLE']",0,0,2
autooutletnj.com,2,12,3,0,"['AUTO', 'OUTLET', 'NJ']",0,50,3
bimlab.com,2,6,3,0,"['BIM', 'LAB']",0,500,2
workersforum.com,2,12,3,0,"['WORKERS', 'FORUM']",0,0,2
albertastrong.com,2,13,3,0,"['ALBERTA', 'STRONG']",0,500,2
brokeroption.com,2,12,3,0,"['BROKER', 'OPTION']",0,50,2
stsconstruction.com,2,15,3,0,"['STS', 'CONSTRUCTION']",0,0,2
jadoreweddings.com,2,14,3,0,"['JAD', 'ORE', 'WEDDINGS']",0,0,3
justaddlime.com,2,11,3,0,"['JUST', 'ADD', 'LIME']",0,0,3
blobr.com,2,5,3,0,"['BLO', 'BR']",0,500,2
lincolnlab.com,2,10,3,0,"['LINCOLN', 'LAB']",0,5000,2
start-blog.com,2,10,3,1,"['START', 'BLOG']",0,50000,2
syneg.com,2,5,3,0,"['SYN', 'EG']",0,500,2
mycricketclub.com,2,13,3,0,"['MY', 'CRICKET', 'CLUB']",0,50,3
careadvocates.com,2,13,3,0,"['CARE', 'ADVOCATES']",0,0,2
bopin.com,2,5,3,0,"['BO', 'PIN']",0,500,2
treatsforall.com,2,12,3,0,"['TREATS', 'FO', 'RALL']",0,0,3
slabu.com,2,5,3,0,"['SL', 'ABU']",0,50,2
smallfishbigpond.com,2,16,3,0,"['SMALL', 'FISH', 'BIG', 'POND']",0,0,4
canyonconsulting.com,2,16,3,0,"['CANYON', 'CONSULTING']",0,0,2
janehamilton.com,2,12,3,0,"['JANE', 'HAMILTON']",0,5000,2
fpxo.com,2,4,3,0,['FIX'],2,500,1
bestlocalsearch.com,2,15,3,0,"['BEST', 'LOCAL', 'SEARCH']",0,50,3
thelikemachine.com,2,14,3,0,"['THE', 'LIKE', 'MACHINE']",0,0,3
senseofsafety.com,2,13,3,0,"['SE', 'NS', 'EOF', 'SAFETY']",0,0,4
riverfronttheater.com,2,17,3,0,"['RIVERFRONT', 'THEATER']",0,50,2
smoffice.com,2,8,3,0,"['SM', 'OFFICE']",0,50,2
kiwiconnect.com,2,11,3,0,"['KIWI', 'CONNECT']",0,50,2
completebenefitsolutions.com,2,24,3,0,"['COMPLETE', 'BENEFIT', 'SOLUTIONS']",0,0,3
clearancewarehouse.com,2,18,3,0,"['CLEARANCE', 'WAREHOUSE']",0,50000,2
legal365.com,2,8,3,3,['LEGAL'],0,50,1
getmoreviews.com,2,12,3,0,"['GET', 'MO', 'REVIEWS']",0,50,3
kashana.com,2,7,3,0,"['KA', 'SH', 'ANA']",0,5000,3
comfortmeals.com,2,12,3,0,"['COMFORT', 'MEALS']",0,0,2
prochamps.com,2,9,3,0,"['PRO', 'CHAMPS']",0,500,2
idonia.com,2,6,3,0,"['ID', 'ON', 'IA']",0,5000,3
setfinancial.com,2,12,3,0,"['SET', 'FINANCIAL']",0,5000,2
metagoon.com,2,8,3,0,"['META', 'GOON']",0,50,2
discountchoice.com,2,14,3,0,"['DISCOUNT', 'CHOICE']",0,50,2
cafax.com,2,5,3,0,"['CA', 'FAX']",0,5000,2
aquariumbuilders.com,2,16,3,0,"['AQUARIUM', 'BUILDERS']",0,0,2
austintalent.com,2,12,3,0,"['AUSTIN', 'TALENT']",0,0,2
roamtheplanet.com,2,13,3,0,"['ROAM', 'THE', 'PLANET']",0,50,3
cityunlimited.com,2,13,3,0,"['CITY', 'UNLIMITED']",0,0,2
themiddlemen.com,2,12,3,0,"['THE', 'MIDDLEMEN']",0,0,2
mixmentor.com,2,9,3,0,"['MIX', 'MENTOR']",0,0,2
witcommunications.com,2,17,3,0,"['WIT', 'COMMUNICATIONS']",0,0,2
ambassadorprogram.com,2,17,3,0,"['AMBASSADOR', 'PROGRAM']",0,0,2
livemanagement.com,2,14,3,0,"['LIVE', 'MANAGEMENT']",0,0,2
black-hat.com,2,9,3,1,"['BLACK', 'HAT']",0,500000,2
swingcharts.com,2,11,3,0,"['SWING', 'CHARTS']",0,0,2
spincontact.com,2,11,3,0,"['SPIN', 'CONTACT']",0,0,2
golfclicks.com,2,10,3,0,"['GOLF', 'CLICKS']",0,50,2
cybersecurityblog.com,2,17,3,0,"['CY', 'BER', 'SECURITY', 'BL', 'OG']",0,0,5
solargoddess.com,2,12,3,0,"['SOLAR', 'GODDESS']",0,0,2
4cellphones.com,2,11,3,1,"['CELL', 'PHONES']",0,0,2
shomei.com,2,6,3,0,['SOME'],2,500,1
nhldirect.com,2,9,3,0,[''],9,0,1
studiokids.com,2,10,3,0,"['STUDIO', 'KIDS']",0,5000,2
flexwheeler.com,2,11,3,0,"['FLEX', 'WHEELER']",0,500000,2
secrettheater.com,2,13,3,0,"['SECRET', 'THEATER']",0,0,2
